,Name,Latitude,Longitude,location
66,Starbucks,38.88,-77.0,"{'type': 'Point', 'coordinates': [-77, 38.88]}"
67,Starbucks,38.88,-77.0,"{'type': 'Point', 'coordinates': [-77, 38.88]}"
68,Starbucks,38.9,-77.08,"{'type': 'Point', 'coordinates': [-77.08, 38.9]}"
69,Starbucks,38.86,-77.04,"{'type': 'Point', 'coordinates': [-77.04, 38.86]}"
70,Starbucks,38.93,-77.03,"{'type': 'Point', 'coordinates': [-77.03, 38.93]}"
71,Starbucks,38.93,-77.03,"{'type': 'Point', 'coordinates': [-77.03, 38.93]}"
72,Starbucks,38.92,-77.07,"{'type': 'Point', 'coordinates': [-77.07, 38.92]}"
73,Starbucks,38.92,-77.07,"{'type': 'Point', 'coordinates': [-77.07, 38.92]}"
74,Starbucks,38.92,-77.07,"{'type': 'Point', 'coordinates': [-77.07, 38.92]}"
75,Starbucks,38.86,-77.05,"{'type': 'Point', 'coordinates': [-77.05, 38.86]}"
76,Starbucks,38.86,-77.05,"{'type': 'Point', 'coordinates': [-77.05, 38.86]}"
77,Starbucks,38.88,-76.99,"{'type': 'Point', 'coordinates': [-76.99, 38.88]}"
78,Starbucks,38.93,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.93]}"
79,Starbucks,38.86,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.86]}"
80,Starbucks,38.86,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.86]}"
81,Starbucks,38.86,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.86]}"
82,Starbucks,38.86,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.86]}"
83,Teavana,38.86,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.86]}"
84,Starbucks,38.89,-77.09,"{'type': 'Point', 'coordinates': [-77.09, 38.89]}"
85,Starbucks,38.89,-77.09,"{'type': 'Point', 'coordinates': [-77.09, 38.89]}"
86,Starbucks,38.87,-77.08,"{'type': 'Point', 'coordinates': [-77.08, 38.87]}"
87,Starbucks,38.93,-77.07,"{'type': 'Point', 'coordinates': [-77.07, 38.93]}"
88,Starbucks,38.9,-76.98,"{'type': 'Point', 'coordinates': [-76.98, 38.9]}"
89,Starbucks,38.93,-77.0,"{'type': 'Point', 'coordinates': [-77, 38.93]}"
90,Starbucks,38.93,-77.0,"{'type': 'Point', 'coordinates': [-77, 38.93]}"
91,Starbucks,38.85,-77.05,"{'type': 'Point', 'coordinates': [-77.05, 38.85]}"
92,Starbucks,38.85,-77.05,"{'type': 'Point', 'coordinates': [-77.05, 38.85]}"
93,Starbucks,38.85,-77.05,"{'type': 'Point', 'coordinates': [-77.05, 38.85]}"
94,Starbucks,38.85,-77.05,"{'type': 'Point', 'coordinates': [-77.05, 38.85]}"
95,Starbucks,38.94,-77.02,"{'type': 'Point', 'coordinates': [-77.02, 38.94]}"
96,Starbucks,38.94,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.94]}"
97,Starbucks,38.86,-77.08,"{'type': 'Point', 'coordinates': [-77.08, 38.86]}"
98,Starbucks,38.9,-77.1,"{'type': 'Point', 'coordinates': [-77.1, 38.9]}"
99,Starbucks,38.88,-77.1,"{'type': 'Point', 'coordinates': [-77.1, 38.88]}"
100,Starbucks,38.94,-77.07,"{'type': 'Point', 'coordinates': [-77.07, 38.94]}"
101,Starbucks,38.85,-77.07,"{'type': 'Point', 'coordinates': [-77.07, 38.85]}"
102,Starbucks,38.93,-77.09,"{'type': 'Point', 'coordinates': [-77.09, 38.93]}"
103,Starbucks,38.92,-77.1,"{'type': 'Point', 'coordinates': [-77.1, 38.92]}"
104,Starbucks,38.84,-77.05,"{'type': 'Point', 'coordinates': [-77.05, 38.84]}"
105,Starbucks,38.84,-77.02,"{'type': 'Point', 'coordinates': [-77.02, 38.84]}"
106,Starbucks,38.88,-77.11,"{'type': 'Point', 'coordinates': [-77.11, 38.88]}"
107,Starbucks,38.88,-77.11,"{'type': 'Point', 'coordinates': [-77.11, 38.88]}"
108,Starbucks,38.93,-77.1,"{'type': 'Point', 'coordinates': [-77.1, 38.93]}"
109,Starbucks,38.94,-77.09,"{'type': 'Point', 'coordinates': [-77.09, 38.94]}"
110,Starbucks,38.86,-76.97,"{'type': 'Point', 'coordinates': [-76.97, 38.86]}"
111,Starbucks,38.95,-77.08,"{'type': 'Point', 'coordinates': [-77.08, 38.95]}"
112,Starbucks,38.9,-77.12,"{'type': 'Point', 'coordinates': [-77.12, 38.9]}"
113,Starbucks,38.94,-77.1,"{'type': 'Point', 'coordinates': [-77.1, 38.94]}"
114,Starbucks,38.96,-77.07,"{'type': 'Point', 'coordinates': [-77.07, 38.96]}"
115,Starbucks,38.96,-77.08,"{'type': 'Point', 'coordinates': [-77.08, 38.96]}"
116,Starbucks,38.97,-77.03,"{'type': 'Point', 'coordinates': [-77.03, 38.97]}"
117,Starbucks,38.97,-77.02,"{'type': 'Point', 'coordinates': [-77.02, 38.97]}"
118,Starbucks,38.96,-77.09,"{'type': 'Point', 'coordinates': [-77.09, 38.96]}"
119,Starbucks,38.82,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.82]}"
120,Starbucks,38.83,-77.09,"{'type': 'Point', 'coordinates': [-77.09, 38.83]}"
121,Starbucks,38.83,-77.09,"{'type': 'Point', 'coordinates': [-77.09, 38.83]}"
122,Starbucks,38.85,-77.12,"{'type': 'Point', 'coordinates': [-77.12, 38.85]}"
123,Starbucks,38.9,-77.14,"{'type': 'Point', 'coordinates': [-77.14, 38.9]}"
124,Starbucks,38.9,-77.14,"{'type': 'Point', 'coordinates': [-77.14, 38.9]}"
125,Starbucks,38.87,-77.14,"{'type': 'Point', 'coordinates': [-77.14, 38.87]}"
126,Starbucks,38.87,-77.14,"{'type': 'Point', 'coordinates': [-77.14, 38.87]}"
127,Starbucks,38.95,-77.12,"{'type': 'Point', 'coordinates': [-77.12, 38.95]}"
128,Starbucks,38.84,-77.12,"{'type': 'Point', 'coordinates': [-77.12, 38.84]}"
129,Starbucks,38.85,-77.13,"{'type': 'Point', 'coordinates': [-77.13, 38.85]}"
130,Starbucks,38.81,-77.05,"{'type': 'Point', 'coordinates': [-77.05, 38.81]}"
131,Starbucks,38.81,-77.05,"{'type': 'Point', 'coordinates': [-77.05, 38.81]}"
132,Starbucks,38.96,-77.11,"{'type': 'Point', 'coordinates': [-77.11, 38.96]}"
133,Starbucks,38.97,-76.98,"{'type': 'Point', 'coordinates': [-76.98, 38.97]}"
134,Starbucks,38.81,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.81]}"
135,Starbucks,38.81,-77.08,"{'type': 'Point', 'coordinates': [-77.08, 38.81]}"
136,Starbucks,38.81,-77.08,"{'type': 'Point', 'coordinates': [-77.08, 38.81]}"
137,Starbucks,38.92,-77.15,"{'type': 'Point', 'coordinates': [-77.15, 38.92]}"
138,Starbucks,38.87,-77.15,"{'type': 'Point', 'coordinates': [-77.15, 38.87]}"
139,Starbucks,38.98,-77.09,"{'type': 'Point', 'coordinates': [-77.09, 38.98]}"
140,Starbucks,38.98,-77.09,"{'type': 'Point', 'coordinates': [-77.09, 38.98]}"
141,Starbucks,38.99,-77.03,"{'type': 'Point', 'coordinates': [-77.03, 38.99]}"
142,Starbucks,38.99,-77.03,"{'type': 'Point', 'coordinates': [-77.03, 38.99]}"
143,Starbucks,38.8,-77.04,"{'type': 'Point', 'coordinates': [-77.04, 38.8]}"
144,Starbucks,38.8,-77.05,"{'type': 'Point', 'coordinates': [-77.05, 38.8]}"
145,Starbucks,38.8,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.8]}"
146,Starbucks,38.8,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.8]}"
147,Starbucks,38.83,-77.13,"{'type': 'Point', 'coordinates': [-77.13, 38.83]}"
148,Starbucks,38.8,-77.07,"{'type': 'Point', 'coordinates': [-77.07, 38.8]}"
149,Starbucks,38.97,-76.95,"{'type': 'Point', 'coordinates': [-76.95, 38.97]}"
150,Starbucks,38.97,-76.95,"{'type': 'Point', 'coordinates': [-76.95, 38.97]}"
151,Starbucks,38.99,-76.99,"{'type': 'Point', 'coordinates': [-76.99, 38.99]}"
152,Starbucks,39.0,-77.03,"{'type': 'Point', 'coordinates': [-77.03, 39]}"
